cluster,predictor,value
3,prop_semi_skilled,-0.38018209824329297
3,prop_loe_2ary,-0.8085373576736239
3,prop_loe_3ary,0.3145346915756527
3,prop_jt_lt15,-1.1065482142178875
3,prop_jt_lt30,-0.17561594347288276
3,prop_jt_lt45,0.8712699012532656
3,prop_jt_lt60,0.8357863173329232
3,prop_jt_lt90,0.7884722001073134
3,prop_jt_gt90,0.40026114902003573
3,prop_lh_630,0.09425648585295777
3,prop_lh_700,0.13823912521224058
3,prop_lh_730,0.03389261764810864
3,prop_lh_800,-0.23758286953844224
3,prop_lh_830,-0.3218428812572399
3,prop_lh_900,-0.6587114839370743
3,prop_lh_930,-0.31140438644061263
3,prop_occ_admin,0.024677129557320612
3,prop_occ_caring,-0.13950786659684652
3,prop_occ_elementary,0.6250769346669476
3,prop_occ_factory,-0.584894886492629
3,prop_occ_prof,-0.13445023700551784
3,prop_occ_retail,0.12276957070248758
3,prop_occ_senior,0.3689054468301779
3,prop_occ_service,-0.6131853157371255
3,prop_occ_tech,0.18055527409598376
3,prop_nat_ireland,-2.2398871000014537
3,prop_nat_uk,0.18981036960831635
3,prop_nat_other_eu,1.7714658818538884
3,prop_nat_poland,0.3021531893442538
3,prop_nat_row,2.459254106725144
4,prop_workers,1.243142528518376
4,prop_0_14,-0.8572007802524113
4,prop_15_24,-0.2643185647486295
4,prop_25_34,0.6288530129215018
4,prop_35_44,1.297736395399197
4,prop_45_54,1.1492691463904428
4,prop_55_64,0.04133996692817481
4,prop_gt65,-0.8138224597293396
4,prop_mot_bike,0.021004104638276393
4,prop_mot_bus,-0.5287587834519248
4,prop_mot_car_driver,1.247332702875609
4,prop_mot_car_passenger,-0.6058393763706507
4,prop_mot_foot,-0.7843875859566461
4,prop_mot_motorcycle,0.4737304381198198
4,prop_mot_rail,-0.24338840698681904
4,prop_mot_van,0.3825550454300501
4,prop_ind_agri,0.01550529246389076
4,prop_ind_construction,-0.42767065193404746
4,prop_ind_edu_health,-0.8023036009101555
4,prop_ind_info_finance,-0.13977505788949438
4,prop_ind_manufacturing,1.7123339635229446
4,prop_ind_public,-0.2785161219738407
4,prop_ind_retail,0.3759065402752209
4,prop_ind_service,-0.6121313233738661
4,prop_agri_workers,-0.11938125152941265
4,prop_employers,0.47594882553559603
4,prop_farmers,-0.40045125481170946
4,prop_higher_prof,-0.09015901839018665
4,prop_lower_prof,-0.6025357219245855
4,prop_manual_skiled,1.5213697405194835
4,prop_non_manual,-0.5367794621631559
4,prop_own_account,-0.6810204688477577
4,prop_semi_skilled,1.5304001006452568
4,prop_loe_2ary,0.4007905250016881
4,prop_loe_3ary,-0.19015522322408385
4,prop_jt_lt15,-0.6545516797825968
4,prop_jt_lt30,0.791024018482974
4,prop_jt_lt45,0.8003973735199855
4,prop_jt_lt60,0.5048811536014975
4,prop_jt_lt90,0.2533139918683626
4,prop_jt_gt90,0.15167454410168546
4,prop_lh_630,1.455388141859665
4,prop_lh_700,1.1574571698678155
4,prop_lh_730,1.015416611609306
4,prop_lh_800,0.6485502764715521
4,prop_lh_830,-0.44680087216138364
4,prop_lh_900,-0.9351262747986914
4,prop_lh_930,-0.6401659822325025
4,prop_occ_admin,0.18773387575453404
4,prop_occ_caring,-0.8189143676297157
4,prop_occ_elementary,0.5326009666065639
4,prop_occ_factory,1.5605455271952822
4,prop_occ_prof,-0.3330485126814755
4,prop_occ_retail,-0.2389371652520933
4,prop_occ_senior,0.6896204494894653
4,prop_occ_service,0.0940936528986674
4,prop_occ_tech,0.3873550577819318
4,prop_nat_ireland,-0.2714964877520526
4,prop_nat_uk,-0.24496750939815676
4,prop_nat_other_eu,0.30820158248306456
4,prop_nat_poland,1.0950232085326668
4,prop_nat_row,-0.2729498465624313
5,prop_workers,-0.7525735880983163
5,prop_0_14,0.6421445747378051
5,prop_15_24,-0.4728656324499403
5,prop_25_34,-0.8451324100934354
5,prop_35_44,-0.7577774239174884
5,prop_45_54,-0.35090254883317273
5,prop_55_64,0.47407185767535126
5,prop_gt65,0.8861176605085103
5,prop_mot_bike,-0.5939575127288487
5,prop_mot_bus,-0.11015469691044186
5,prop_mot_car_driver,-0.7029531267808393
5,prop_mot_car_passenger,0.7703099787241098
5,prop_mot_foot,-0.5653148469135135
5,prop_mot_motorcycle,-0.4378511138617417
5,prop_mot_rail,-0.40472255893119663
5,prop_mot_van,0.9690320485897627
5,prop_ind_agri,0.858172754349446
5,prop_ind_construction,1.718520208858948
5,prop_ind_edu_health,-0.18391612688027764
5,prop_ind_info_finance,-0.4696980480527296
5,prop_ind_manufacturing,-0.052887266631158496
5,prop_ind_public,-0.22779199841799058
5,prop_ind_retail,-0.41333131042079235
5,prop_ind_service,-0.2500961188091337
5,prop_agri_workers,0.8139267143326087
5,prop_employers,-0.4828263016642467
5,prop_farmers,1.6792202500812372
5,prop_higher_prof,-0.42271191077419795
5,prop_lower_prof,-0.08243734900168086
5,prop_manual_skiled,0.23134544877344787
5,prop_non_manual,-0.6811545405570291
5,prop_own_account,0.936604650666749
5,prop_semi_skilled,-0.1773822597284371
5,prop_loe_2ary,0.8126723598184931
5,prop_loe_3ary,-0.7514866565588554
5,prop_jt_lt15,0.8600050714135176
5,prop_jt_lt30,-0.8581259189445244
5,prop_jt_lt45,-0.788931492841158
5,prop_jt_lt60,-0.672003133448151
5,prop_jt_lt90,-0.3562475367418116
5,prop_jt_gt90,0.07356732834990434
5,prop_lh_630,-0.1677317172009265
5,prop_lh_700,-0.24522940076299266
5,prop_lh_730,-0.3323382831665293
5,prop_lh_800,-0.52262130444452
5,prop_lh_830,-0.621780237155774
5,prop_lh_900,0.393491503696537
5,prop_lh_930,1.2054664359504712
5,prop_occ_admin,-0.5381961065485549
5,prop_occ_caring,0.017944799756469707
5,prop_occ_elementary,-0.050445832739184154
5,prop_occ_factory,0.27348739513864617
5,prop_occ_prof,-0.4343954865271606
5,prop_occ_retail,-0.381079165871118
5,prop_occ_senior,-0.4808249664067513
5,prop_occ_service,1.5409077535148756
5,prop_occ_tech,-0.5199005206695752
5,prop_nat_ireland,0.6477476053499263
5,prop_nat_uk,0.44665362337388076
5,prop_nat_other_eu,-0.6122667070799116
5,prop_nat_poland,-0.6099930603567534
5,prop_nat_row,-0.5124029671289985
6,prop_workers,1.0590175640795805
6,prop_0_14,-0.7879089287665346
6,prop_15_24,-0.36880279258049564
6,prop_25_34,0.17251625475263008
6,prop_35_44,0.8891380789683261
6,prop_45_54,1.5377747250574771
6,prop_55_64,1.1793349737260437
6,prop_gt65,-0.7743927054866439
6,prop_mot_bike,0.244022846336494
6,prop_mot_bus,-0.1390360509910393
6,prop_mot_car_driver,0.9672481092494534
6,prop_mot_car_passenger,-0.6601233091852746
6,prop_mot_foot,-0.3314127405331343
6,prop_mot_motorcycle,0.5611660324550588
6,prop_mot_rail,0.2912595190525981
6,prop_mot_van,-0.5986292834519383
6,prop_ind_agri,-0.809855371604045
6,prop_ind_construction,-0.5112866924126626
6,prop_ind_edu_health,-0.532415253014051
6,prop_ind_info_finance,-0.333645924794028
6,prop_ind_manufacturing,-0.4989707104030569
6,prop_ind_public,4.911140450140921
6,prop_ind_retail,-0.7719083077719809
6,prop_ind_service,-0.32872508846759785
6,prop_agri_workers,-0.29014392195670535
6,prop_employers,-0.08138622385782811
6,prop_farmers,-0.5085986338775321
6,prop_higher_prof,-0.06207354638011044
6,prop_lower_prof,-0.06008649338873877
6,prop_manual_skiled,-0.7306059699183592
6,prop_non_manual,1.812556522765621
6,prop_own_account,-1.0093294479377841
6,prop_semi_skilled,-0.5140631804961961
6,prop_loe_2ary,-0.31968544758346096
6,prop_loe_3ary,0.4872294791101427
6,prop_jt_lt15,-0.6283659028682457
6,prop_jt_lt30,0.23472199003491373
6,prop_jt_lt45,0.831129960949817
6,prop_jt_lt60,0.9157283666075661
6,prop_jt_lt90,0.5389322709046411
6,prop_jt_gt90,0.24487764847110094
6,prop_lh_630,-0.08454453674258654
6,prop_lh_700,0.21181468210899032
6,prop_lh_730,0.30021769017302485
6,prop_lh_800,0.5891589613112184
6,prop_lh_830,0.35273927884606804
6,prop_lh_900,-0.15305443973273383
6,prop_lh_930,-0.2372833335390515
6,prop_occ_admin,3.023948314736383
6,prop_occ_caring,-0.5852520254727062
6,prop_occ_elementary,-0.42421659008852153
6,prop_occ_factory,-0.5362532984966112
6,prop_occ_prof,-0.1970365803396067
6,prop_occ_retail,-0.41987466423231135
6,prop_occ_senior,-0.04450506423662455
6,prop_occ_service,-0.9009143816868626
6,prop_occ_tech,1.9475163874516621
6,prop_nat_ireland,0.5767340467735518
6,prop_nat_uk,-0.5196528507232907
6,prop_nat_other_eu,-0.4708740579941163
6,prop_nat_poland,-0.4140908417946522
6,prop_nat_row,-0.2550084323914457
7,prop_workers,0.4277551709753066
7,prop_0_14,-0.5302530933662973
7,prop_15_24,-0.34684125375273056
7,prop_25_34,-0.07172235324882999
7,prop_35_44,0.33045396794214765
7,prop_45_54,0.7953521018642189
7,prop_55_64,0.6545552181858443
7,prop_gt65,0.19037255611872153
7,prop_mot_bike,-0.028470714818756238
7,prop_mot_bus,-0.09184133982076312
7,prop_mot_car_driver,0.9692308605869568
7,prop_mot_car_passenger,-0.5769022142417849
7,prop_mot_foot,-0.32075011051278174
7,prop_mot_motorcycle,-0.07377294805754352
7,prop_mot_rail,-0.10465022830565371
7,prop_mot_van,-0.7133614802982726
7,prop_ind_agri,-0.6961359171193773
7,prop_ind_construction,-0.504830391036634
7,prop_ind_edu_health,2.367615200051396
7,prop_ind_info_finance,-0.3670753596143851
7,prop_ind_manufacturing,-0.4535377733253704
7,prop_ind_public,0.011878692798653919
7,prop_ind_retail,-0.8287588311017362
7,prop_ind_service,-0.38966394411315375
7,prop_agri_workers,-0.2714417002164567
7,prop_employers,-0.8215522000373813
7,prop_farmers,-0.4713186812626439
7,prop_higher_prof,0.26934966174183717
7,prop_lower_prof,2.0842931860152403
7,prop_manual_skiled,-0.6891293821583607
7,prop_non_manual,-0.18441667702808118
7,prop_own_account,-0.7213649394115113
7,prop_semi_skilled,0.3844730590332832
7,prop_loe_2ary,-0.732838097334511
7,prop_loe_3ary,0.8238888856152857
7,prop_jt_lt15,-0.4680677622902843
7,prop_jt_lt30,0.5841756276224269
7,prop_jt_lt45,0.571543943533117
7,prop_jt_lt60,0.4177451666259008
7,prop_jt_lt90,0.07644503312155553
7,prop_jt_gt90,-0.07923404127557375
7,prop_lh_630,-0.28414436434887597
7,prop_lh_700,0.5233077819062105
7,prop_lh_730,1.0688383316658963
7,prop_lh_800,0.6814962734603595
7,prop_lh_830,0.03537097978101823
7,prop_lh_900,-0.4087925306296976
7,prop_lh_930,-0.44507234986533084
7,prop_occ_admin,0.1902026122960636
7,prop_occ_caring,2.2522242597206
7,prop_occ_elementary,-0.42628411502442026
7,prop_occ_factory,-0.5913363973185735
7,prop_occ_prof,1.7678414064402197
7,prop_occ_retail,-0.4654672088402441
7,prop_occ_senior,-0.6067022028370634
7,prop_occ_service,-0.8042775878414103
7,prop_occ_tech,-0.2207282311168393
7,prop_nat_ireland,0.295987789885368
7,prop_nat_uk,-0.1431402539780629
7,prop_nat_other_eu,-0.338918369385358
7,prop_nat_poland,-0.33448684262656936
7,prop_nat_row,0.01144956594774839
8,prop_workers,-0.5665699888275316
8,prop_0_14,0.017637524486483005
8,prop_15_24,-0.27596451369516634
8,prop_25_34,-0.3590406761845828
8,prop_35_44,-0.3040712804217163
8,prop_45_54,-0.1223837629795211
8,prop_55_64,0.3745536535225122
8,prop_gt65,0.7430440296541262
8,prop_mot_bike,-0.2063415870091144
8,prop_mot_bus,-0.33671730171966663
8,prop_mot_car_driver,0.14357585073870574
8,prop_mot_car_passenger,-0.3720096856044366
8,prop_mot_foot,-0.16650747259193568
8,prop_mot_motorcycle,-0.10486294676002023
8,prop_mot_rail,-0.19954263322794202
8,prop_mot_van,0.5175847245619823
8,prop_ind_agri,0.4266795581441375
8,prop_ind_construction,-0.2505379348107267
8,prop_ind_edu_health,-0.1236303097824887
8,prop_ind_info_finance,-0.14697919429648174
8,prop_ind_manufacturing,-0.0721604294019256
8,prop_ind_public,-0.10151808422980456
8,prop_ind_retail,0.02193372910273088
8,prop_ind_service,0.17378398693383762
8,prop_agri_workers,-0.03547703471193178
8,prop_employers,-0.2926162176388986
8,prop_farmers,-0.25313414588690303
8,prop_higher_prof,-0.22158924798498444
8,prop_lower_prof,-0.24343731128001664
8,prop_manual_skiled,0.16220405101357294
8,prop_non_manual,-0.2576883236994334
8,prop_own_account,0.6080782147361845
8,prop_semi_skilled,-0.022880325850616286
8,prop_loe_2ary,0.22821567510732002
8,prop_loe_3ary,-0.3957415383375981
8,prop_jt_lt15,-0.15283286958595302
8,prop_jt_lt30,-0.2547516798445328
8,prop_jt_lt45,-0.09502218630111882
8,prop_jt_lt60,-0.18179889870417645
8,prop_jt_lt90,-0.006106398228276674
8,prop_jt_gt90,0.017066379336090492
8,prop_lh_630,0.07007789193743165
8,prop_lh_700,0.1769331606621711
8,prop_lh_730,-0.005118204334865231
8,prop_lh_800,-0.11802218015758355
8,prop_lh_830,-0.24921837215847104
8,prop_lh_900,-0.23826305145429116
8,prop_lh_930,-0.21641765226681342
8,prop_occ_admin,-0.224063145495117
8,prop_occ_caring,0.2262617797289244
8,prop_occ_elementary,0.0875686688098241
8,prop_occ_factory,0.11948404307833971
8,prop_occ_prof,-0.3175879526088001
8,prop_occ_retail,-0.06090756899225678
8,prop_occ_senior,-0.15342754704794942
8,prop_occ_service,0.06527518638017821
8,prop_occ_tech,-0.07865436389361734
8,prop_nat_ireland,0.12008540140565102
8,prop_nat_uk,-0.11016265431313677
8,prop_nat_other_eu,-0.14486705690397617
8,prop_nat_poland,-0.10269572236140115
8,prop_nat_row,-0.11395677552518058
9,prop_workers,0.8968671382522817
9,prop_0_14,-0.7357577717134337
9,prop_15_24,0.13009185241185478
9,prop_25_34,0.7783168676797004
9,prop_35_44,0.5209465789267461
9,prop_45_54,0.5574336605844894
9,prop_55_64,0.07932308493812916
9,prop_gt65,-0.5136769446426448
9,prop_mot_bike,-0.2316449366467242
9,prop_mot_bus,-0.3937251740392255
9,prop_mot_car_driver,0.7569559176172099
9,prop_mot_car_passenger,-0.4955663799987466
9,prop_mot_foot,0.5233594283137027
9,prop_mot_motorcycle,-0.11482808870874273
9,prop_mot_rail,-0.2796501698964733
9,prop_mot_van,-0.5159367853918216
9,prop_ind_agri,-0.7309109294327417
9,prop_ind_construction,-0.4930884775077504
9,prop_ind_edu_health,-0.4781756723906073
9,prop_ind_info_finance,-0.0054583049525218814
9,prop_ind_manufacturing,-0.4315617719877384
9,prop_ind_public,-0.10894204278430755
9,prop_ind_retail,1.4194148303876934
9,prop_ind_service,0.7182620006515608
9,prop_agri_workers,-0.2680127960032249
9,prop_employers,0.11301610861433584
9,prop_farmers,-0.4999064015621413
9,prop_higher_prof,-0.2558357967783799
9,prop_lower_prof,-0.7317469577865751
9,prop_manual_skiled,-0.5070227647867837
9,prop_non_manual,1.6786022176576338
9,prop_own_account,-0.36324573864255205
9,prop_semi_skilled,-0.26848411123466226
9,prop_loe_2ary,0.5091582215204123
9,prop_loe_3ary,-0.38601306221603887
9,prop_jt_lt15,0.28708937107424315
9,prop_jt_lt30,0.6618740354019883
9,prop_jt_lt45,-0.18458906049384458
9,prop_jt_lt60,-0.3147687868577368
9,prop_jt_lt90,-0.532354788820408
9,prop_jt_gt90,-0.5956575117901072
9,prop_lh_630,-0.1889544130680454
9,prop_lh_700,-0.4106405410778658
9,prop_lh_730,-0.5940655354877246
9,prop_lh_800,-0.4420646879896033
9,prop_lh_830,-0.004959415691178396
9,prop_lh_900,0.09717389828430915
9,prop_lh_930,0.16101920579151013
9,prop_occ_admin,0.32179239552842637
9,prop_occ_caring,0.12736587775222516
9,prop_occ_elementary,0.5408988944216706
9,prop_occ_factory,-0.5376676962709284
9,prop_occ_prof,-0.5043863666871405
9,prop_occ_retail,1.6328794209536093
9,prop_occ_senior,1.0368877855301288
9,prop_occ_service,-0.4979404999930295
9,prop_occ_tech,-0.13456389401910826
9,prop_nat_ireland,-0.39362786439005093
9,prop_nat_uk,0.3138787984535719
9,prop_nat_other_eu,0.2590747022658277
9,prop_nat_poland,0.5430801972876415
9,prop_nat_row,0.08951511079229296
